epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,4475.65,0.95097,0.84994,1.36215,0.86276,0.74418,0.79505,0.56254,1.16839,0.84896,1.51251,0.00373,0.00373,0.00373
192,4499.38,0.95319,0.8386,1.36176,0.8674,0.74591,0.79508,0.56373,1.17197,0.84568,1.51595,0.003697,0.003697,0.003697
193,4520.44,0.9571,0.84875,1.36742,0.86217,0.74312,0.79158,0.56015,1.17199,0.84935,1.51418,0.003664,0.003664,0.003664
194,4545.18,0.95644,0.84241,1.36062,0.868,0.74212,0.79318,0.562,1.16831,0.84267,1.50979,0.003631,0.003631,0.003631
195,4571.11,0.95232,0.83746,1.36109,0.86653,0.73527,0.79552,0.5622,1.17146,0.84163,1.51017,0.003598,0.003598,0.003598
196,4592.74,0.96676,0.84967,1.3677,0.86458,0.74042,0.7956,0.56345,1.17253,0.83928,1.50946,0.003565,0.003565,0.003565
197,4615.71,0.95113,0.83908,1.37191,0.86649,0.73998,0.79553,0.56217,1.17208,0.83869,1.50844,0.003532,0.003532,0.003532
198,4641.75,0.95576,0.84742,1.36593,0.86911,0.73552,0.79491,0.56303,1.16914,0.83853,1.50481,0.003499,0.003499,0.003499
199,4665.19,0.93042,0.81695,1.35219,0.86035,0.74072,0.7951,0.56386,1.16883,0.83809,1.50362,0.003466,0.003466,0.003466
200,4686.24,0.9443,0.84608,1.36181,0.85953,0.73973,0.794,0.5645,1.16752,0.84176,1.50204,0.003433,0.003433,0.003433
201,4711.46,0.93346,0.81323,1.35403,0.85051,0.74694,0.79513,0.56383,1.16515,0.84307,1.49893,0.0034,0.0034,0.0034
202,4736.59,0.96397,0.83786,1.37012,0.84217,0.75411,0.79304,0.56287,1.16518,0.84635,1.49991,0.003367,0.003367,0.003367
203,4757.64,0.95751,0.83575,1.35532,0.84776,0.74654,0.79358,0.56256,1.16581,0.8408,1.50078,0.003334,0.003334,0.003334
204,4781.05,0.92295,0.817,1.34802,0.84816,0.7384,0.79386,0.56356,1.16642,0.83755,1.50258,0.003301,0.003301,0.003301
205,4806.3,0.93375,0.83124,1.34835,0.8559,0.74324,0.79644,0.56571,1.16703,0.83145,1.50609,0.003268,0.003268,0.003268
206,4828.54,0.9356,0.82439,1.35208,0.85124,0.74702,0.79581,0.56527,1.16641,0.83304,1.50587,0.003235,0.003235,0.003235
207,4850.85,0.92631,0.81036,1.34068,0.85293,0.74759,0.797,0.5662,1.16723,0.82997,1.50778,0.003202,0.003202,0.003202
208,4876.53,0.92711,0.81162,1.34987,0.85166,0.74472,0.79499,0.56439,1.16419,0.82828,1.50531,0.003169,0.003169,0.003169
209,4899.77,0.94167,0.82657,1.35876,0.84821,0.74689,0.79463,0.56489,1.16088,0.82902,1.50368,0.003136,0.003136,0.003136
210,4920.79,0.92876,0.81414,1.34628,0.84868,0.74743,0.7942,0.56519,1.16124,0.82646,1.50417,0.003103,0.003103,0.003103
211,4945.66,0.92741,0.80358,1.34222,0.85378,0.74244,0.79569,0.56551,1.16097,0.82514,1.50465,0.00307,0.00307,0.00307
212,4970.18,0.93523,0.80836,1.33751,0.85535,0.74587,0.79796,0.56587,1.16068,0.82664,1.50342,0.003037,0.003037,0.003037
213,4991.28,0.91257,0.79438,1.33809,0.8614,0.73704,0.79701,0.56557,1.16302,0.82622,1.50612,0.003004,0.003004,0.003004
214,5015.23,0.93007,0.8023,1.34509,0.86966,0.73742,0.79675,0.56584,1.16395,0.83058,1.50749,0.002971,0.002971,0.002971
215,5041.01,0.92135,0.80596,1.34257,0.86535,0.74195,0.79571,0.5646,1.16363,0.83015,1.50648,0.002938,0.002938,0.002938
216,5062.56,0.90392,0.79662,1.33746,0.85541,0.74289,0.7958,0.5647,1.16516,0.82944,1.50874,0.002905,0.002905,0.002905
217,5085.63,0.91552,0.79674,1.336,0.85054,0.7425,0.79521,0.5653,1.16646,0.82785,1.50948,0.002872,0.002872,0.002872
218,5111.44,0.93217,0.79761,1.33753,0.85518,0.74037,0.79548,0.56452,1.16558,0.82708,1.50836,0.002839,0.002839,0.002839
219,5133.77,0.92411,0.80303,1.33587,0.85923,0.73961,0.7955,0.56551,1.16498,0.82632,1.50766,0.002806,0.002806,0.002806
220,5156.19,0.91193,0.7775,1.3331,0.85808,0.74146,0.79474,0.56503,1.16472,0.82552,1.50879,0.002773,0.002773,0.002773
221,5181.95,0.88971,0.79194,1.32892,0.86037,0.74083,0.79434,0.5667,1.16529,0.82582,1.50864,0.00274,0.00274,0.00274
222,5204.93,0.92643,0.81162,1.34655,0.85814,0.7395,0.79341,0.56769,1.16566,0.82636,1.50825,0.002707,0.002707,0.002707
223,5226.66,0.92582,0.80292,1.3441,0.85962,0.74264,0.79545,0.56772,1.16627,0.82537,1.50902,0.002674,0.002674,0.002674
224,5252.68,0.90886,0.78654,1.33166,0.85714,0.74477,0.79556,0.56736,1.16696,0.82606,1.50888,0.002641,0.002641,0.002641
225,5276.23,0.91195,0.78151,1.32508,0.85508,0.74406,0.79514,0.56812,1.16762,0.82567,1.50873,0.002608,0.002608,0.002608
226,5297.19,0.9005,0.78033,1.33062,0.85204,0.74552,0.79509,0.56736,1.16676,0.82588,1.50742,0.002575,0.002575,0.002575
227,5322.17,0.91624,0.77893,1.32655,0.8515,0.74976,0.79689,0.56845,1.16697,0.82588,1.50735,0.002542,0.002542,0.002542
228,5347.67,0.90257,0.78624,1.32735,0.85542,0.74812,0.79652,0.56863,1.16741,0.82873,1.50768,0.002509,0.002509,0.002509
229,5369.04,0.91841,0.79001,1.3396,0.85952,0.74344,0.79588,0.56909,1.16628,0.83232,1.50523,0.002476,0.002476,0.002476
230,5392.05,0.91064,0.77217,1.32416,0.85629,0.74472,0.79654,0.56932,1.16677,0.83228,1.50648,0.002443,0.002443,0.002443
231,5418.04,0.91657,0.78943,1.33734,0.86006,0.74343,0.79572,0.56869,1.16512,0.83281,1.50383,0.00241,0.00241,0.00241
232,5443.76,0.87441,0.75049,1.31213,0.84273,0.74954,0.79643,0.56843,1.16544,0.83055,1.50515,0.002377,0.002377,0.002377
233,5469.83,0.91446,0.77395,1.32765,0.84134,0.74939,0.79657,0.57039,1.16631,0.83048,1.506,0.002344,0.002344,0.002344
234,5492.5,0.90056,0.77597,1.32591,0.84308,0.74516,0.79638,0.56959,1.16655,0.8311,1.50606,0.002311,0.002311,0.002311
235,5514.26,0.88918,0.77518,1.32391,0.85925,0.74424,0.79667,0.56905,1.16635,0.832,1.50557,0.002278,0.002278,0.002278
236,5538.75,0.88215,0.76544,1.31165,0.85954,0.74539,0.79699,0.56903,1.16579,0.83125,1.50552,0.002245,0.002245,0.002245
237,5563.71,0.8858,0.75858,1.31473,0.86495,0.74101,0.79737,0.5682,1.16577,0.82984,1.50475,0.002212,0.002212,0.002212
238,5584.72,0.89528,0.76285,1.31693,0.8683,0.73947,0.7962,0.56868,1.16629,0.82898,1.50483,0.002179,0.002179,0.002179
239,5608.28,0.88356,0.7575,1.30898,0.8645,0.73809,0.79623,0.56857,1.16569,0.82841,1.50436,0.002146,0.002146,0.002146
240,5634.26,0.89384,0.77643,1.32754,0.86455,0.73599,0.79632,0.57022,1.16482,0.82791,1.50368,0.002113,0.002113,0.002113
241,5656.36,0.90057,0.776,1.32015,0.86679,0.73643,0.79668,0.56949,1.16552,0.82917,1.50493,0.00208,0.00208,0.00208
242,5678.79,0.88601,0.7523,1.31436,0.86538,0.73634,0.79682,0.56933,1.16617,0.82933,1.50517,0.002047,0.002047,0.002047
243,5704.72,0.8879,0.75307,1.31335,0.8661,0.7357,0.79721,0.56954,1.16666,0.82853,1.50622,0.002014,0.002014,0.002014
244,5727.93,0.88446,0.75515,1.31296,0.85918,0.74189,0.79721,0.56946,1.16739,0.82828,1.50796,0.001981,0.001981,0.001981
245,5748.97,0.88263,0.75011,1.31006,0.86339,0.73886,0.79689,0.56928,1.16669,0.82745,1.50859,0.001948,0.001948,0.001948
246,5774.55,0.88191,0.74173,1.30382,0.86098,0.74399,0.79769,0.56937,1.1667,0.8267,1.50872,0.001915,0.001915,0.001915
247,5798.73,0.88361,0.75447,1.30414,0.86241,0.74297,0.79807,0.56971,1.16493,0.82741,1.50828,0.001882,0.001882,0.001882
248,5819.71,0.8793,0.75566,1.31119,0.86786,0.74087,0.79828,0.56974,1.16498,0.82644,1.50935,0.001849,0.001849,0.001849
249,5843.87,0.88164,0.74491,1.3003,0.87022,0.74089,0.79868,0.56975,1.1648,0.82572,1.50988,0.001816,0.001816,0.001816
250,5869.92,0.8821,0.74899,1.30706,0.86558,0.74418,0.7986,0.57007,1.16446,0.82606,1.50974,0.001783,0.001783,0.001783
251,5891.38,0.88029,0.7537,1.30513,0.86426,0.74369,0.79875,0.5703,1.16545,0.82463,1.51114,0.00175,0.00175,0.00175
252,5914.46,0.87235,0.73758,1.30677,0.86343,0.74681,0.79881,0.57064,1.166,0.8243,1.51163,0.001717,0.001717,0.001717
253,5940.43,0.86959,0.72975,1.2914,0.86434,0.74651,0.79881,0.57103,1.16583,0.82424,1.51124,0.001684,0.001684,0.001684
254,5962.83,0.8637,0.73457,1.2984,0.87004,0.74524,0.79851,0.57032,1.16685,0.8238,1.51231,0.001651,0.001651,0.001651
255,5985.07,0.88742,0.74246,1.30951,0.86771,0.74827,0.79944,0.57025,1.16707,0.82406,1.51289,0.001618,0.001618,0.001618
256,6011.11,0.8729,0.73311,1.29497,0.87086,0.74866,0.80064,0.57006,1.16798,0.82401,1.51462,0.001585,0.001585,0.001585
257,6035.32,0.87331,0.73891,1.29539,0.86905,0.74957,0.80038,0.57018,1.16953,0.82378,1.51681,0.001552,0.001552,0.001552
258,6056.87,0.86822,0.73985,1.30253,0.8721,0.74939,0.80072,0.57051,1.16954,0.82275,1.51737,0.001519,0.001519,0.001519
259,6079.71,0.86147,0.73704,1.29648,0.86947,0.74848,0.80098,0.57063,1.17011,0.82201,1.51766,0.001486,0.001486,0.001486
260,6104.95,0.86529,0.72951,1.2945,0.86763,0.74971,0.80089,0.57085,1.17012,0.8227,1.51767,0.001453,0.001453,0.001453
261,6126.01,0.86971,0.72383,1.29407,0.86603,0.74813,0.79992,0.57063,1.16953,0.82288,1.51775,0.00142,0.00142,0.00142
262,6149.27,0.85642,0.72112,1.29285,0.87346,0.74556,0.79998,0.57078,1.16905,0.82264,1.51771,0.001387,0.001387,0.001387
263,6173.83,0.86731,0.72733,1.30158,0.87139,0.74222,0.79729,0.57057,1.16897,0.8242,1.51776,0.001354,0.001354,0.001354
264,6194.84,0.85176,0.71453,1.29072,0.87235,0.74222,0.79678,0.57034,1.16878,0.8245,1.5173,0.001321,0.001321,0.001321
265,6218.74,0.8521,0.71622,1.29201,0.86532,0.74572,0.7968,0.57017,1.16899,0.82424,1.51799,0.001288,0.001288,0.001288
266,6242.69,0.84838,0.71392,1.28029,0.86978,0.74425,0.79702,0.57064,1.16896,0.82461,1.51804,0.001255,0.001255,0.001255
267,6263.81,0.85572,0.72195,1.29096,0.87127,0.74314,0.79765,0.57069,1.16948,0.82455,1.51848,0.001222,0.001222,0.001222
268,6288.51,0.85498,0.71865,1.28332,0.87214,0.74445,0.79839,0.57104,1.16943,0.82475,1.51831,0.001189,0.001189,0.001189
269,6311.6,0.85689,0.71774,1.29614,0.87029,0.74603,0.79888,0.57135,1.16939,0.82509,1.51852,0.001156,0.001156,0.001156
270,6332.63,0.84496,0.70861,1.28722,0.86993,0.74289,0.79743,0.57103,1.16878,0.82482,1.5178,0.001123,0.001123,0.001123
271,6358.26,0.84732,0.71482,1.28481,0.86996,0.74268,0.79759,0.57129,1.16892,0.82386,1.51818,0.00109,0.00109,0.00109
272,6380.47,0.86369,0.7208,1.28768,0.87212,0.74403,0.79758,0.57092,1.16877,0.8239,1.51844,0.001057,0.001057,0.001057
273,6403.14,0.84786,0.71583,1.28877,0.875,0.74628,0.79886,0.5714,1.16785,0.82413,1.51783,0.001024,0.001024,0.001024
274,6428.9,0.84358,0.72058,1.28228,0.87516,0.74627,0.79862,0.57168,1.16809,0.82338,1.51866,0.000991,0.000991,0.000991
275,6452.17,0.84353,0.71679,1.28111,0.8776,0.74618,0.79983,0.57141,1.16701,0.82339,1.51771,0.000958,0.000958,0.000958
276,6473.26,0.86146,0.72902,1.29449,0.87773,0.74409,0.79876,0.57178,1.1664,0.82305,1.51725,0.000925,0.000925,0.000925
277,6494.28,0.84724,0.70923,1.28938,0.87856,0.74547,0.80016,0.57239,1.16663,0.82297,1.51789,0.000892,0.000892,0.000892
278,6519.75,0.83762,0.70622,1.27835,0.87755,0.7432,0.79853,0.57221,1.16622,0.82251,1.51779,0.000859,0.000859,0.000859
279,6544.64,0.84817,0.70613,1.28408,0.87959,0.74291,0.79871,0.57219,1.16522,0.82229,1.5165,0.000826,0.000826,0.000826
280,6565.66,0.83262,0.69868,1.27531,0.87944,0.74323,0.79883,0.57279,1.16519,0.82209,1.51673,0.000793,0.000793,0.000793
281,6589.27,0.84668,0.71405,1.28018,0.87848,0.74389,0.79991,0.57292,1.1647,0.82212,1.51641,0.00076,0.00076,0.00076
282,6615.16,0.84042,0.70379,1.28389,0.87915,0.74322,0.79979,0.57276,1.16539,0.82153,1.5178,0.000727,0.000727,0.000727
283,6637.85,0.83599,0.71284,1.27632,0.87933,0.74375,0.7997,0.57311,1.16546,0.82115,1.51806,0.000694,0.000694,0.000694
284,6659.05,0.83887,0.70431,1.2755,0.87923,0.74348,0.7995,0.57345,1.1654,0.8206,1.51803,0.000661,0.000661,0.000661
285,6684.84,0.83558,0.70014,1.2752,0.87998,0.74368,0.79925,0.57303,1.16548,0.82045,1.51824,0.000628,0.000628,0.000628
286,6710.34,0.83573,0.69599,1.27096,0.88001,0.74341,0.79913,0.57301,1.16557,0.82064,1.51847,0.000595,0.000595,0.000595
287,6736.27,0.83556,0.69866,1.27399,0.88035,0.74333,0.79906,0.57297,1.16569,0.8208,1.51851,0.000562,0.000562,0.000562
288,6760.75,0.82838,0.68902,1.27451,0.88123,0.74392,0.79909,0.57257,1.16547,0.82119,1.51819,0.000529,0.000529,0.000529
289,6781.8,0.8245,0.68808,1.27214,0.88116,0.74401,0.79915,0.57285,1.1655,0.82155,1.51788,0.000496,0.000496,0.000496
290,6805.41,0.81885,0.68668,1.26852,0.88108,0.74313,0.79913,0.57316,1.16547,0.82168,1.51802,0.000463,0.000463,0.000463
291,6833.58,0.87479,0.67786,1.34733,0.88063,0.74217,0.79919,0.57272,1.16549,0.82114,1.51811,0.00043,0.00043,0.00043
292,6858.01,0.83833,0.62518,1.31976,0.87995,0.74179,0.79886,0.5731,1.16532,0.82039,1.51799,0.000397,0.000397,0.000397
293,6882.45,0.83623,0.61114,1.31916,0.88076,0.74148,0.79888,0.57311,1.16509,0.82041,1.51802,0.000364,0.000364,0.000364
294,6905.82,0.81725,0.6056,1.30885,0.88075,0.74141,0.79901,0.57339,1.16459,0.82022,1.51779,0.000331,0.000331,0.000331
295,6927.42,0.81846,0.59213,1.30121,0.88058,0.74077,0.79911,0.57341,1.16418,0.82021,1.51782,0.000298,0.000298,0.000298
296,6949.69,0.81208,0.5939,1.29637,0.88055,0.74122,0.7991,0.5735,1.16372,0.82069,1.51762,0.000265,0.000265,0.000265
297,6971.36,0.81936,0.59886,1.31069,0.88015,0.73893,0.79895,0.57279,1.16298,0.82031,1.51711,0.000232,0.000232,0.000232
298,6993.19,0.81196,0.58353,1.30478,0.88018,0.73868,0.79883,0.57228,1.16325,0.8194,1.51747,0.000199,0.000199,0.000199
299,7015.21,0.8041,0.57323,1.29082,0.8796,0.73864,0.7987,0.57195,1.16333,0.81883,1.51766,0.000166,0.000166,0.000166
300,7037.53,0.80317,0.58234,1.28914,0.87907,0.73879,0.79814,0.57173,1.16321,0.81816,1.51767,0.000133,0.000133,0.000133
