epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,7589.93,1.00578,0.88618,1.39544,0.85891,0.74288,0.80738,0.5576,1.23273,0.97087,1.63229,0.004984,0.004984,0.004984
154,7639.99,0.97028,0.85349,1.38113,0.84598,0.75839,0.80784,0.55857,1.2429,0.96245,1.64496,0.004951,0.004951,0.004951
155,7690.28,0.97371,0.86497,1.36965,0.85356,0.75044,0.80812,0.55897,1.23918,0.95751,1.63294,0.004918,0.004918,0.004918
156,7740.64,0.97204,0.85818,1.37489,0.85648,0.75188,0.81446,0.56026,1.25005,0.94918,1.63876,0.004885,0.004885,0.004885
157,7790.65,0.97677,0.85556,1.37889,0.85131,0.74743,0.80854,0.55762,1.25442,0.94964,1.6484,0.004852,0.004852,0.004852
158,7840.93,0.96826,0.8521,1.37466,0.87191,0.74386,0.81141,0.5602,1.25556,0.93625,1.6482,0.004819,0.004819,0.004819
159,7891.11,0.97948,0.8551,1.37679,0.86413,0.74149,0.80979,0.55812,1.26899,0.93594,1.656,0.004786,0.004786,0.004786
160,7941.45,0.96821,0.84551,1.36829,0.86146,0.75079,0.80624,0.55733,1.25395,0.93917,1.64493,0.004753,0.004753,0.004753
161,7992.44,0.97501,0.85357,1.37646,0.86009,0.7528,0.81343,0.5607,1.25055,0.94201,1.64396,0.00472,0.00472,0.00472
162,8042.84,0.96878,0.84376,1.3642,0.85901,0.74032,0.81126,0.55974,1.25453,0.93459,1.6473,0.004687,0.004687,0.004687
163,8092.99,0.95991,0.83811,1.36063,0.85817,0.74744,0.81453,0.56247,1.25038,0.92827,1.63808,0.004654,0.004654,0.004654
164,8142.87,0.96745,0.82459,1.36673,0.84767,0.75676,0.81152,0.56272,1.25166,0.93233,1.64043,0.004621,0.004621,0.004621
165,8192.25,0.95478,0.83696,1.36748,0.87788,0.74375,0.8136,0.56404,1.24758,0.94482,1.6367,0.004588,0.004588,0.004588
166,8241.63,0.95872,0.84101,1.36729,0.87423,0.75572,0.81699,0.56392,1.24536,0.94295,1.63853,0.004555,0.004555,0.004555
167,8291.58,0.96071,0.82993,1.35648,0.87684,0.74268,0.81387,0.56107,1.24761,0.93767,1.64052,0.004522,0.004522,0.004522
168,8342.24,0.95712,0.83508,1.35553,0.85424,0.75748,0.81074,0.56159,1.24694,0.94448,1.64241,0.004489,0.004489,0.004489
169,8392.34,0.95576,0.82679,1.35628,0.85798,0.75391,0.81312,0.56264,1.23745,0.94964,1.62915,0.004456,0.004456,0.004456
170,8442.64,0.95252,0.83057,1.35921,0.85141,0.75905,0.81639,0.56361,1.2397,0.93727,1.63023,0.004423,0.004423,0.004423
171,8492.42,0.9482,0.80822,1.35548,0.84815,0.76041,0.81096,0.56158,1.2385,0.93369,1.62917,0.00439,0.00439,0.00439
