epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,7001.27,0.97938,0.88474,1.38685,0.87898,0.7313,0.79792,0.54903,1.25549,0.94617,1.64868,0.005215,0.005215,0.005215
147,7048.55,0.99277,0.89752,1.39559,0.89425,0.72274,0.79845,0.5479,1.25962,0.95921,1.65331,0.005182,0.005182,0.005182
148,7096.09,0.99729,0.88705,1.38653,0.86098,0.74062,0.80844,0.55122,1.26346,0.96368,1.66163,0.005149,0.005149,0.005149
149,7144.28,0.98987,0.88957,1.39091,0.90268,0.71384,0.81031,0.55372,1.25933,0.95757,1.66541,0.005116,0.005116,0.005116
150,7190.88,0.97801,0.86374,1.37849,0.87658,0.73922,0.81097,0.54984,1.2578,0.94701,1.65729,0.005083,0.005083,0.005083
151,7240.09,0.98318,0.89567,1.38518,0.85702,0.75691,0.80903,0.55127,1.25733,0.94852,1.66869,0.00505,0.00505,0.00505
152,7286.87,0.9842,0.87218,1.38205,0.87356,0.73556,0.8087,0.55527,1.23508,0.93413,1.63439,0.005017,0.005017,0.005017
153,7336.64,0.99981,0.88558,1.38927,0.86306,0.73388,0.80062,0.55047,1.23889,0.94201,1.63723,0.004984,0.004984,0.004984
154,7383.15,0.97167,0.85398,1.3767,0.88103,0.7394,0.8116,0.5549,1.24295,0.93319,1.64217,0.004951,0.004951,0.004951
155,7431.5,0.96919,0.86499,1.36406,0.89741,0.73294,0.81408,0.55511,1.23797,0.93717,1.63507,0.004918,0.004918,0.004918
156,7478.69,0.97145,0.86202,1.37101,0.88309,0.74824,0.81166,0.55645,1.22818,0.9315,1.61829,0.004885,0.004885,0.004885
157,7528.12,0.97391,0.8554,1.37056,0.88375,0.73167,0.80975,0.55552,1.23702,0.93034,1.63333,0.004852,0.004852,0.004852
158,7576.33,0.9649,0.85932,1.37002,0.89297,0.72722,0.81027,0.55422,1.24471,0.93069,1.64447,0.004819,0.004819,0.004819
159,7622.97,0.9777,0.85614,1.37301,0.89893,0.71879,0.80652,0.55422,1.25231,0.93237,1.65289,0.004786,0.004786,0.004786
160,7672.62,0.96388,0.84368,1.36493,0.89204,0.71955,0.80752,0.55341,1.25362,0.92304,1.65125,0.004753,0.004753,0.004753
161,7718.98,0.96913,0.85268,1.37532,0.88171,0.73007,0.81146,0.55179,1.26235,0.92095,1.65554,0.00472,0.00472,0.00472
162,7765.1,0.96686,0.84136,1.36315,0.89211,0.73624,0.81367,0.55427,1.25893,0.92405,1.65849,0.004687,0.004687,0.004687
163,7811.88,0.9591,0.8393,1.36185,0.88217,0.73944,0.81132,0.55478,1.24934,0.90893,1.64399,0.004654,0.004654,0.004654
164,7858.73,0.96646,0.82635,1.365,0.89238,0.73232,0.80989,0.55369,1.25374,0.90403,1.64686,0.004621,0.004621,0.004621
165,7905.24,0.94948,0.84131,1.36387,0.86913,0.74463,0.81193,0.55579,1.25249,0.90987,1.64367,0.004588,0.004588,0.004588
166,7954.16,0.95491,0.84455,1.36815,0.90237,0.7298,0.8106,0.55722,1.25493,0.91257,1.64374,0.004555,0.004555,0.004555
167,8001.22,0.96217,0.82458,1.35573,0.86931,0.75049,0.81087,0.55838,1.24832,0.91272,1.63376,0.004522,0.004522,0.004522
168,8051.18,0.95511,0.83095,1.3533,0.89584,0.72481,0.81085,0.55983,1.24269,0.90803,1.62366,0.004489,0.004489,0.004489
169,8098.07,0.95517,0.83041,1.35725,0.87994,0.73771,0.80921,0.55803,1.24657,0.91181,1.63422,0.004456,0.004456,0.004456
170,8147.85,0.9479,0.83773,1.35412,0.9023,0.73087,0.81139,0.5565,1.25448,0.91132,1.6454,0.004423,0.004423,0.004423
171,8197.73,0.94407,0.80927,1.34966,0.88113,0.7442,0.81288,0.55868,1.25457,0.90774,1.64966,0.00439,0.00439,0.00439
172,8245.14,0.93344,0.80989,1.34399,0.88418,0.74435,0.81874,0.56267,1.24168,0.90414,1.63291,0.004357,0.004357,0.004357
173,8295.53,0.95842,0.82565,1.36165,0.9016,0.72861,0.81374,0.55928,1.25465,0.9071,1.64854,0.004324,0.004324,0.004324
174,8342.27,0.95429,0.82013,1.36063,0.87307,0.73813,0.81117,0.56053,1.24627,0.90691,1.64067,0.004291,0.004291,0.004291
175,8392.08,0.93558,0.81381,1.34537,0.88734,0.73331,0.81211,0.55795,1.25175,0.90342,1.64492,0.004258,0.004258,0.004258
176,8439.68,0.95752,0.83392,1.35877,0.88995,0.73588,0.81302,0.55892,1.24506,0.89956,1.63932,0.004225,0.004225,0.004225
177,8485.88,0.94232,0.80526,1.34369,0.88408,0.74681,0.81548,0.56089,1.24375,0.89676,1.63861,0.004192,0.004192,0.004192
178,8534.66,0.9385,0.80158,1.34401,0.89455,0.74185,0.81575,0.56291,1.24034,0.89296,1.63322,0.004159,0.004159,0.004159
179,8582.28,0.93097,0.81684,1.34441,0.89093,0.73497,0.81625,0.56289,1.23778,0.89679,1.63453,0.004126,0.004126,0.004126
180,8631.59,0.94542,0.80636,1.34715,0.89262,0.73911,0.81617,0.56068,1.24049,0.89165,1.6375,0.004093,0.004093,0.004093
181,8681.48,0.92475,0.79446,1.33479,0.88712,0.7429,0.8176,0.56026,1.23977,0.89461,1.63794,0.00406,0.00406,0.00406
182,8727.88,0.93703,0.79915,1.3463,0.8845,0.74142,0.81729,0.56148,1.23783,0.89426,1.63289,0.004027,0.004027,0.004027
183,8777.97,0.93153,0.81979,1.34368,0.83978,0.7696,0.8156,0.56373,1.23735,0.89494,1.63642,0.003994,0.003994,0.003994
184,8827.75,0.92645,0.79907,1.33512,0.83461,0.77129,0.81644,0.56045,1.23879,0.89235,1.63615,0.003961,0.003961,0.003961
185,8876.48,0.93515,0.80535,1.33546,0.85755,0.75453,0.81549,0.56152,1.24026,0.8942,1.64356,0.003928,0.003928,0.003928
186,8923.24,0.9295,0.79214,1.33376,0.84531,0.76448,0.81425,0.56227,1.23705,0.89446,1.64114,0.003895,0.003895,0.003895
