epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,965.282,1.27524,1.40534,1.6531,0.71085,0.57725,0.60891,0.36458,1.61795,1.62025,1.95213,0.008581,0.008581,0.008581
45,986.841,1.26426,1.39844,1.63493,0.69143,0.5879,0.62152,0.3931,1.53098,1.50157,1.85806,0.008548,0.008548,0.008548
46,1009.64,1.25428,1.39072,1.63521,0.68,0.58723,0.61071,0.38996,1.54791,1.60739,1.88004,0.008515,0.008515,0.008515
47,1031.01,1.27302,1.40614,1.64652,0.75394,0.58426,0.62623,0.39854,1.48886,1.52303,1.8377,0.008482,0.008482,0.008482
48,1053.96,1.23854,1.34792,1.6133,0.72648,0.5968,0.63357,0.40297,1.52242,1.5032,1.86924,0.008449,0.008449,0.008449
49,1078.15,1.24862,1.35445,1.62897,0.71145,0.5867,0.62272,0.39313,1.50817,1.50899,1.86496,0.008416,0.008416,0.008416
50,1103.28,1.23654,1.35648,1.62165,0.67969,0.59808,0.62531,0.39775,1.49303,1.48518,1.84754,0.008383,0.008383,0.008383
51,1125.51,1.24466,1.33617,1.61531,0.75139,0.60786,0.64869,0.41012,1.508,1.4847,1.85311,0.00835,0.00835,0.00835
52,1148.04,1.23245,1.32986,1.6131,0.75305,0.60989,0.65798,0.4216,1.4716,1.4259,1.82276,0.008317,0.008317,0.008317
53,1172.88,1.23087,1.32473,1.60253,0.75133,0.59691,0.65706,0.42456,1.44933,1.47017,1.77287,0.008284,0.008284,0.008284
54,1194.22,1.23003,1.32766,1.6024,0.78195,0.60487,0.65664,0.41994,1.46234,1.39879,1.82553,0.008251,0.008251,0.008251
55,1217.49,1.23631,1.32627,1.59812,0.7079,0.60419,0.64227,0.40448,1.51281,1.48628,1.83063,0.008218,0.008218,0.008218
56,1241.36,1.2349,1.31013,1.60534,0.74801,0.60656,0.65588,0.42187,1.46465,1.42243,1.8054,0.008185,0.008185,0.008185
57,1262.74,1.21144,1.29001,1.58749,0.73637,0.61739,0.66473,0.43081,1.45097,1.44706,1.77919,0.008152,0.008152,0.008152
58,1286.77,1.18384,1.25804,1.57203,0.7499,0.62736,0.67307,0.44102,1.41942,1.33706,1.7771,0.008119,0.008119,0.008119
59,1309.86,1.21684,1.27232,1.58829,0.73589,0.62427,0.66755,0.42873,1.46001,1.35922,1.77544,0.008086,0.008086,0.008086
60,1331.19,1.22307,1.26573,1.57683,0.7267,0.62999,0.65713,0.42621,1.45699,1.39919,1.78296,0.008053,0.008053,0.008053
61,1355.94,1.22959,1.28699,1.5887,0.72748,0.63468,0.66918,0.43197,1.46003,1.3908,1.78286,0.00802,0.00802,0.00802
62,1378.35,1.20862,1.27525,1.58094,0.73844,0.6058,0.64727,0.42261,1.44628,1.40324,1.76224,0.007987,0.007987,0.007987
63,1400.75,1.18558,1.2366,1.56211,0.76094,0.62037,0.66622,0.4313,1.46515,1.36386,1.76998,0.007954,0.007954,0.007954
64,1425.89,1.18487,1.239,1.56261,0.76344,0.63823,0.67462,0.4345,1.43291,1.35816,1.76994,0.007921,0.007921,0.007921
65,1448.94,1.19645,1.24525,1.56626,0.72401,0.61377,0.65349,0.40998,1.50054,1.44543,1.79619,0.007888,0.007888,0.007888
66,1470.25,1.18767,1.23418,1.55517,0.75593,0.63273,0.67332,0.44718,1.41407,1.3482,1.74915,0.007855,0.007855,0.007855
67,1493.76,1.17419,1.23473,1.55368,0.74642,0.63871,0.67702,0.43727,1.41816,1.34729,1.73838,0.007822,0.007822,0.007822
68,1519.04,1.19446,1.239,1.56347,0.78228,0.6326,0.69006,0.43653,1.41092,1.31383,1.75647,0.007789,0.007789,0.007789
69,1541.38,1.19429,1.23743,1.55564,0.79423,0.6376,0.68327,0.45351,1.39719,1.29758,1.74683,0.007756,0.007756,0.007756
70,1563.67,1.18372,1.23007,1.55531,0.75528,0.6321,0.67428,0.43897,1.45295,1.31257,1.76439,0.007723,0.007723,0.007723
71,1588.79,1.17352,1.19586,1.54677,0.79867,0.60809,0.68201,0.4465,1.40634,1.29907,1.73792,0.00769,0.00769,0.00769
72,1612.91,1.18364,1.20628,1.55078,0.77919,0.66201,0.69649,0.46173,1.37012,1.28674,1.72623,0.007657,0.007657,0.007657
73,1634.37,1.1837,1.22273,1.55209,0.79851,0.63588,0.69207,0.4606,1.37793,1.26628,1.738,0.007624,0.007624,0.007624
74,1657.25,1.16637,1.19717,1.54179,0.78294,0.6331,0.69577,0.46084,1.40075,1.25183,1.72403,0.007591,0.007591,0.007591
75,1682.5,1.16265,1.18929,1.53277,0.81007,0.61192,0.69176,0.45508,1.3874,1.26411,1.71347,0.007558,0.007558,0.007558
76,1705.81,1.18762,1.20353,1.55779,0.80698,0.65045,0.71484,0.46896,1.38391,1.20955,1.72745,0.007525,0.007525,0.007525
77,1727.01,1.18307,1.19221,1.54034,0.80472,0.64812,0.71163,0.47006,1.36395,1.23328,1.70006,0.007492,0.007492,0.007492
